name_original;name_custom;dates_min_date;dates_max_date;coords;lon;lat;stadtklima_basel_link
0340F2F5;Altrheinweg;2022-05-18T10:10:14+00:00;2023-10-03T09:04:46+00:00;47.5737, 7.58727;7.58727;47.5737;https://meteoblue.com/de/products/cityclimate/basel#0340F2F5
0340F2F8;Arbedostrasse;2022-05-18T10:25:45+00:00;2023-09-14T06:33:41+00:00;47.5292727155162, 7.586438446829995;7.586438446829995;47.5292727155162;https://meteoblue.com/de/products/cityclimate/basel#0340F2F8
0340F2F9;Barcelona Strasse;2022-05-19T02:13:21+00:00;2023-10-03T03:57:50+00:00;47.53089, 7.60777;7.60777;47.53089;https://meteoblue.com/de/products/cityclimate/basel#0340F2F9
0340F2FA;New_Büro_19;2022-05-19T02:18:21+00:00;2023-04-26T15:23:00+00:00;47.0707, 15.4395;15.4395;47.0707;https://meteoblue.com/de/products/cityclimate/basel#0340F2FA
03A0B2C9;St. Johann (NBIoT);1999-12-31T23:00:00+00:00;2022-04-08T23:00:00+00:00;47.56588, 7.58206;7.58206;47.56588;https://meteoblue.com/de/products/cityclimate/basel#03A0B2C9
0020F940;Syngenta;2022-06-23T02:45:25+00:00;2023-10-03T09:00:01+00:00;47.566572, 7.60457;7.60457;47.566572;https://meteoblue.com/de/products/cityclimate/basel#0020F940
03200246;Binningen;2019-10-31T13:02:20+00:00;2023-10-03T09:10:10+00:00;47.5411, 7.58355;7.58355;47.5411;https://meteoblue.com/de/products/cityclimate/basel#03200246
03400156;Gleisbett (Mast 4);2019-10-07T05:42:14+00:00;2023-10-03T09:04:09+00:00;47.54355, 7.6033;7.6033;47.54355;https://meteoblue.com/de/products/cityclimate/basel#03400156
0340015E;Areal Wolf (Mast 8);2019-08-12T05:26:51+00:00;2023-10-03T08:55:27+00:00;47.54272, 7.61417;7.61417;47.54272;https://meteoblue.com/de/products/cityclimate/basel#0340015E
034001A3;Aeschenplatz;2020-04-22T13:58:18+00:00;2023-10-03T09:08:42+00:00;47.55119, 7.59498;7.59498;47.55119;https://meteoblue.com/de/products/cityclimate/basel#034001A3
034001A8;Kleinriehenstrasse;2020-04-22T14:48:03+00:00;2023-10-03T08:57:24+00:00;47.56673, 7.61365;7.61365;47.56673;https://meteoblue.com/de/products/cityclimate/basel#034001A8
034001AD;Areal Wolf (Mast 6);2019-08-15T05:18:51+00:00;2023-10-03T09:10:11+00:00;47.54431, 7.60302;7.60302;47.54431;https://meteoblue.com/de/products/cityclimate/basel#034001AD
034001B3;Areal Wolf (Mast 4);2019-08-13T12:21:26+00:00;2023-10-03T08:55:49+00:00;47.54352, 7.61214;7.61214;47.54352;https://meteoblue.com/de/products/cityclimate/basel#034001B3
03400394;Rankstrasse;2019-10-02T09:40:36+00:00;2023-10-03T08:56:59+00:00;47.56148, 7.61611;7.61611;47.56148;https://meteoblue.com/de/products/cityclimate/basel#03400394
03400396;Fabrikstrasse;2019-10-02T08:27:37+00:00;2023-10-02T18:07:15+00:00;47.54896, 7.54713;7.54713;47.54896;https://meteoblue.com/de/products/cityclimate/basel#03400396
03400398;Rue de Mulhouse;2019-10-02T08:33:19+00:00;2023-10-03T09:01:09+00:00;47.59543, 7.584535;7.584535;47.59543;https://meteoblue.com/de/products/cityclimate/basel#03400398
034003AC;Büro;2019-10-03T02:19:52+00:00;2022-10-22T15:01:47+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#034003AC
034003AF;Blotzheimerweg;2019-10-03T02:12:05+00:00;2023-10-03T09:04:35+00:00;47.56172, 7.5607;7.5607;47.56172;https://meteoblue.com/de/products/cityclimate/basel#034003AF
034003B0;Gotthelfstrasse;2019-10-03T02:28:06+00:00;2023-10-03T07:52:43+00:00;47.55282, 7.56913;7.56913;47.55282;https://meteoblue.com/de/products/cityclimate/basel#034003B0
034003B4;Büro;2019-10-03T02:33:28+00:00;2023-08-14T06:08:53+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#034003B4
03409962;Abgehängt;2020-03-18T05:10:48+00:00;2023-05-09T18:29:20+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409962
03409966;Kronenweg;2020-03-18T05:48:24+00:00;2023-05-06T20:46:46+00:00;47.53949, 7.57419;7.57419;47.53949;https://meteoblue.com/de/products/cityclimate/basel#03409966
0340996B;Changed Board;2020-03-18T06:15:59+00:00;2020-07-20T18:41:13+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#0340996B
0340996D;Rosenweg;2020-03-18T08:03:42+00:00;2023-10-03T08:58:18+00:00;47.47667, 7.62003;7.62003;47.47667;https://meteoblue.com/de/products/cityclimate/basel#0340996D
0340996E;Dorenbachstrasse;2020-03-18T08:09:41+00:00;2023-10-03T09:01:25+00:00;47.54426, 7.57394;7.57394;47.54426;https://meteoblue.com/de/products/cityclimate/basel#0340996E
03409970;Büro;2020-03-18T08:21:34+00:00;2022-07-19T08:13:13+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409970
03409972;Hasenrainstrasse;2020-03-18T09:07:49+00:00;2023-10-03T08:58:31+00:00;47.54391, 7.56751;7.56751;47.54391;https://meteoblue.com/de/products/cityclimate/basel#03409972
03409974;Hofstrasse;2020-03-16T04:51:47+00:00;2023-10-03T08:57:06+00:00;47.55773, 7.62675;7.62675;47.55773;https://meteoblue.com/de/products/cityclimate/basel#03409974
03409976;Friedrich-Miescher-Strasse;2020-03-16T05:22:26+00:00;2023-10-03T09:02:30+00:00;47.57182, 7.56166;7.56166;47.57182;https://meteoblue.com/de/products/cityclimate/basel#03409976
03409978;Salinenstrasse;2020-03-16T05:30:37+00:00;2023-10-03T08:53:07+00:00;47.54855359927797, 7.627210553407675;7.627210553407675;47.54855359927797;https://meteoblue.com/de/products/cityclimate/basel#03409978
0340997A;Sevogelstrasse;2020-03-16T05:40:03+00:00;2023-10-03T08:59:53+00:00;47.54891, 7.60123;7.60123;47.54891;https://meteoblue.com/de/products/cityclimate/basel#0340997A
0340997B;Kreefeld;2020-03-16T06:10:32+00:00;2022-03-29T19:45:37+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#0340997B
0340997C;Lehenmattstrasse;2020-03-16T06:19:52+00:00;2023-10-03T07:31:59+00:00;47.54845, 7.62052;7.62052;47.54845;https://meteoblue.com/de/products/cityclimate/basel#0340997C
03409982;Defekt;2020-03-16T06:32:52+00:00;2022-05-11T02:29:05+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409982
03409986;Büro;2020-03-16T08:36:15+00:00;2022-08-15T12:14:11+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409986
0340998A;Rheinstrasse;2020-03-16T11:42:39+00:00;2023-10-03T08:41:25+00:00;47.55743, 7.62065;7.62065;47.55743;https://meteoblue.com/de/products/cityclimate/basel#0340998A
0340998E;Grenzacherstrasse;2020-03-16T11:24:27+00:00;2023-10-03T08:50:01+00:00;47.56241, 7.62656;7.62656;47.56241;https://meteoblue.com/de/products/cityclimate/basel#0340998E
03409993;Rüdinstrasse;2020-03-17T04:42:39+00:00;2023-10-03T09:09:25+00:00;47.5713, 7.64038;7.64038;47.5713;https://meteoblue.com/de/products/cityclimate/basel#03409993
03409997;Schaffhauserrheinweg;2020-03-16T09:20:43+00:00;2023-10-03T08:56:24+00:00;47.55702, 7.60092;7.60092;47.55702;https://meteoblue.com/de/products/cityclimate/basel#03409997
0340999B;Hegenheimermattweg;2020-03-16T09:46:17+00:00;2023-10-03T09:08:50+00:00;47.562601, 7.55511;7.55511;47.562601;https://meteoblue.com/de/products/cityclimate/basel#0340999B
0340999D;Changed Board;2020-03-16T10:53:02+00:00;2020-11-01T00:11:08+00:00;47.53983, 0.0;0.0;47.53983;https://meteoblue.com/de/products/cityclimate/basel#0340999D
0340999F;Changed Board;2020-03-16T10:40:59+00:00;2020-04-24T12:41:08+00:00;50.0, 0.0;0.0;50.0;https://meteoblue.com/de/products/cityclimate/basel#0340999F
034099A1;Hauptstraße;2020-03-17T06:26:14+00:00;2023-10-03T08:46:54+00:00;47.60116986001431, 7.664894058982297;7.664894058982297;47.60116986001431;https://meteoblue.com/de/products/cityclimate/basel#034099A1
034099A5;Gundeldingerstrasse 3;2020-03-17T06:19:13+00:00;2023-10-03T09:05:04+00:00;47.54157, 7.58831;7.58831;47.54157;https://meteoblue.com/de/products/cityclimate/basel#034099A5
034099AC;Changed Board;2020-03-17T07:09:40+00:00;2020-08-04T10:38:14+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#034099AC
034099AF;Hirtenweg;2020-03-17T09:14:24+00:00;2023-10-03T08:54:18+00:00;47.56398, 7.63692;7.63692;47.56398;https://meteoblue.com/de/products/cityclimate/basel#034099AF
034099B2;In den Schorenmatten;2020-03-17T09:21:14+00:00;2023-10-03T08:41:52+00:00;47.57105, 7.60819;7.60819;47.57105;https://meteoblue.com/de/products/cityclimate/basel#034099B2
034099BB;Erlenmatt 3;2020-03-17T10:49:42+00:00;2023-10-03T09:03:11+00:00;47.56981, 7.60271;7.60271;47.56981;https://meteoblue.com/de/products/cityclimate/basel#034099BB
034099BC;Rheinpromenade 3;2020-03-18T10:44:27+00:00;2023-10-03T09:04:56+00:00;47.57367, 7.58341;7.58341;47.57367;https://meteoblue.com/de/products/cityclimate/basel#034099BC
034099BD;Bundesstrasse;2020-03-18T09:48:08+00:00;2023-10-03T09:06:16+00:00;47.55207, 7.57615;7.57615;47.55207;https://meteoblue.com/de/products/cityclimate/basel#034099BD
034099C3;Weidenstrasse;2020-03-18T11:12:36+00:00;2023-10-03T08:59:27+00:00;47.47859, 7.60749;7.60749;47.47859;https://meteoblue.com/de/products/cityclimate/basel#034099C3
034099C8;Büro - Defekt;2020-03-18T10:12:51+00:00;2022-09-05T11:19:30+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#034099C8
034099C9;Changed Board;2020-03-18T09:22:31+00:00;2021-04-08T08:36:57+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#034099C9
034099D6;St. Johanns-Ring;2020-03-18T09:39:36+00:00;2023-10-03T08:54:39+00:00;47.56208, 7.57414;7.57414;47.56208;https://meteoblue.com/de/products/cityclimate/basel#034099D6
03409FE9;Changed Board;2020-04-27T03:00:28+00:00;2020-08-08T21:22:33+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409FE9
03409FEA;Changed Board;2020-04-27T03:14:20+00:00;2020-07-26T09:57:40+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409FEA
03409FF2;Güterstrasse;2020-04-27T05:33:08+00:00;2023-10-03T09:05:41+00:00;47.54538, 7.58816;7.58816;47.54538;https://meteoblue.com/de/products/cityclimate/basel#03409FF2
03409FF6;Hochwaldstrasse;2020-04-27T06:15:40+00:00;2023-05-22T03:34:53+00:00;47.528890862611576, 7.601420397337802;7.601420397337802;47.528890862611576;https://meteoblue.com/de/products/cityclimate/basel#03409FF6
03409FFE;Changed Board;2020-04-27T07:45:54+00:00;2020-08-04T05:34:45+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409FFE
03409FFF;Büro;2020-04-27T07:59:50+00:00;2023-07-31T16:37:07+00:00;0.0, 0.0;0.0;0.0;https://meteoblue.com/de/products/cityclimate/basel#03409FFF
0340A004;Migrosstrasse;2020-04-27T08:45:23+00:00;2023-10-03T08:36:49+00:00;47.52634, 7.6096;7.6096;47.52634;https://meteoblue.com/de/products/cityclimate/basel#0340A004
0340A005;Schützenmattpark;2020-04-27T08:50:08+00:00;2023-10-03T09:03:41+00:00;47.55279, 7.57439;7.57439;47.55279;https://meteoblue.com/de/products/cityclimate/basel#0340A005
0340A00A;Gruthweg;2020-04-28T02:51:08+00:00;2023-09-05T20:06:08+00:00;47.51226, 7.62954;7.62954;47.51226;https://meteoblue.com/de/products/cityclimate/basel#0340A00A
0340A00D;Changed Board;2020-04-28T03:39:21+00:00;2020-10-30T16:16:04+00:00;47.51735, 0.0;0.0;47.51735;https://meteoblue.com/de/products/cityclimate/basel#0340A00D
0340A00E;Kannenfeldpark;2020-04-28T03:47:29+00:00;2023-10-02T21:49:06+00:00;47.56569, 7.56897;7.56897;47.56569;https://meteoblue.com/de/products/cityclimate/basel#0340A00E
0340A0D7;Gempenstrasse;2020-04-28T07:34:45+00:00;2023-10-03T09:06:26+00:00;47.54428, 7.58671;7.58671;47.54428;https://meteoblue.com/de/products/cityclimate/basel#0340A0D7
0340AD70;Bachmattenstrasse;2020-07-31T08:37:25+00:00;2023-10-03T07:57:56+00:00;47.54422, 7.56045;7.56045;47.54422;https://meteoblue.com/de/products/cityclimate/basel#0340AD70
0340AD71;Fasanenstrasse;2020-07-31T08:40:05+00:00;2023-10-03T08:53:18+00:00;47.57084, 7.61641;7.61641;47.57084;https://meteoblue.com/de/products/cityclimate/basel#0340AD71
0340AD72;Ingelsteinweg;2020-07-31T08:42:32+00:00;2023-10-03T08:41:54+00:00;47.53983, 7.59381;7.59381;47.53983;https://meteoblue.com/de/products/cityclimate/basel#0340AD72
0340AD73;Bahnhofsplatz;2020-07-31T08:44:56+00:00;2023-10-03T08:59:27+00:00;47.614, 7.664;7.664;47.614;https://meteoblue.com/de/products/cityclimate/basel#0340AD73
0340AD78;Spitzwaldstrasse;2020-07-31T08:57:07+00:00;2023-10-03T07:56:35+00:00;47.54837, 7.55364;7.55364;47.54837;https://meteoblue.com/de/products/cityclimate/basel#0340AD78
0340AD7F;Unterer Batterieweg;2020-07-31T09:41:04+00:00;2023-10-03T09:06:45+00:00;47.53910880411967, 7.585855160713213;7.585855160713213;47.53910880411967;https://meteoblue.com/de/products/cityclimate/basel#0340AD7F
0340AD81;Obertorweg 101;2020-07-31T09:45:57+00:00;2023-07-24T23:13:00+00:00;47.54928, 7.52312;7.52312;47.54928;https://meteoblue.com/de/products/cityclimate/basel#0340AD81
0340AD85;Birsstrasse (BL);2020-07-31T09:56:37+00:00;2023-08-18T01:24:11+00:00;47.53492, 7.62287;7.62287;47.53492;https://meteoblue.com/de/products/cityclimate/basel#0340AD85
0340AD8E;Am Wasserkraftwerk;2020-07-31T10:56:12+00:00;2023-10-03T08:19:33+00:00;47.54116176, 7.705843832;7.705843832;47.54116176;https://meteoblue.com/de/products/cityclimate/basel#0340AD8E
0340AD91;Kannenfeldstrasse;2020-07-31T11:02:59+00:00;2023-10-03T09:00:02+00:00;47.56601, 7.57315;7.57315;47.56601;https://meteoblue.com/de/products/cityclimate/basel#0340AD91
0340AD93;St. Johanntunnel;2020-07-31T11:06:51+00:00;2023-10-03T09:08:29+00:00;47.57066, 7.58095;7.58095;47.57066;https://meteoblue.com/de/products/cityclimate/basel#0340AD93
0340AD96;Michelbacherstrasse;2020-07-31T11:12:01+00:00;2023-10-03T08:15:58+00:00;47.56659, 7.56067;7.56067;47.56659;https://meteoblue.com/de/products/cityclimate/basel#0340AD96
0340AD97;Höhenstrasse;2020-07-31T11:13:40+00:00;2023-09-28T09:34:59+00:00;47.572, 7.65299;7.65299;47.572;https://meteoblue.com/de/products/cityclimate/basel#0340AD97
0340AD98;Gempenstrasse;2020-07-31T11:44:28+00:00;2023-09-29T14:43:25+00:00;47.52096, 7.68611;7.68611;47.52096;https://meteoblue.com/de/products/cityclimate/basel#0340AD98
0340AD99;Grenzstrasse Mauer Mast;2020-07-31T11:46:12+00:00;2023-10-03T08:56:10+00:00;47.58789, 7.596889;7.596889;47.58789;https://meteoblue.com/de/products/cityclimate/basel#0340AD99
0340AD9A;General Guisan-Strasse;2020-07-31T11:48:04+00:00;2023-10-03T08:49:36+00:00;47.54866, 7.5593;7.5593;47.54866;https://meteoblue.com/de/products/cityclimate/basel#0340AD9A
0340AD9B;Chrischonastraße;2020-07-31T11:49:57+00:00;2023-10-03T09:04:54+00:00;47.6049342913, 7.6716433861;7.6716433861;47.6049342913;https://meteoblue.com/de/products/cityclimate/basel#0340AD9B
0340ADA0;Bahnhof SBB Süd;2020-07-31T12:06:57+00:00;2023-10-03T09:05:21+00:00;47.54584, 7.58885;7.58885;47.54584;https://meteoblue.com/de/products/cityclimate/basel#0340ADA0
0340D1EA;Rottmannsbodenstrasse;2021-06-10T02:22:19+00:00;2023-10-03T08:42:08+00:00;47.53992, 7.56005;7.56005;47.53992;https://meteoblue.com/de/products/cityclimate/basel#0340D1EA
0340D1F2;Bruderholzstrasse;2021-06-09T09:45:55+00:00;2023-10-03T08:55:59+00:00;47.52499, 7.60216;7.60216;47.52499;https://meteoblue.com/de/products/cityclimate/basel#0340D1F2
0340D1F6;11;2021-06-10T02:17:55+00:00;2022-10-05T23:11:38+00:00;47.36665578371438, 8.56179898428918;8.56179898428918;47.36665578371438;https://meteoblue.com/de/products/cityclimate/basel#0340D1F6
0340D1F7;Hornrain;2021-06-09T10:23:52+00:00;2023-10-03T08:12:27+00:00;47.55586417, 7.64760453;7.64760453;47.55586417;https://meteoblue.com/de/products/cityclimate/basel#0340D1F7
0340D1F9;Ofenstrasse;2021-06-09T10:00:53+00:00;2023-10-03T08:05:37+00:00;47.54332, 7.54676;7.54676;47.54332;https://meteoblue.com/de/products/cityclimate/basel#0340D1F9
0340D1FD;Muttenzerstrasse;2021-06-10T02:15:42+00:00;2023-10-03T09:06:32+00:00;47.54494, 7.6267;7.6267;47.54494;https://meteoblue.com/de/products/cityclimate/basel#0340D1FD
0340F2EA;Kantstrasse;2022-05-18T08:33:22+00:00;2023-04-19T03:01:30+00:00;47.55199167, 7.6799486;7.6799486;47.55199167;https://meteoblue.com/de/products/cityclimate/basel#0340F2EA
0340F2ED;Burgunderstrasse;2022-05-18T09:25:59+00:00;2023-10-03T09:02:02+00:00;47.55328, 7.57956;7.57956;47.55328;https://meteoblue.com/de/products/cityclimate/basel#0340F2ED
0340F2EF;Dreirosenbrücke;2022-05-18T09:37:49+00:00;2023-10-03T08:56:53+00:00;47.5708030291399, 7.585160728836051;7.585160728836051;47.5708030291399;https://meteoblue.com/de/products/cityclimate/basel#0340F2EF
0340F2F3;Büro_New_4;2022-05-18T09:59:09+00:00;2022-06-29T03:05:57+00:00;47.0707, 15.4395;15.4395;47.0707;https://meteoblue.com/de/products/cityclimate/basel#0340F2F3
0340F2FB;Barfüsserplatz;2022-05-19T02:24:13+00:00;2023-08-24T17:08:08+00:00;47.55483, 7.58883;7.58883;47.55483;https://meteoblue.com/de/products/cityclimate/basel#0340F2FB
04D0FE67;Petersplatz;1999-12-31T23:00:00+00:00;2023-10-03T09:00:00+00:00;47.5588, 7.58278;7.58278;47.5588;https://meteoblue.com/de/products/cityclimate/basel#04D0FE67
