id_computeur;nom_compteur;name;sum_counts;date;installation_date;latitude;longitude;counter;street;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;4.0;2023-04-05T01:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;85.0;2023-04-05T09:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;162.0;2023-04-05T16:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;92.0;2023-04-05T18:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;1.0;2023-04-05T01:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;0.0;2023-04-05T02:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;0.0;2023-04-05T03:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;7.0;2023-04-05T04:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;26.0;2023-04-05T05:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;139.0;2023-04-05T06:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;177.0;2023-04-05T07:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;45.0;2023-04-05T11:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;260.0;2023-04-05T17:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;125.0;2023-04-05T05:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;562.0;2023-04-05T06:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;78.0;2023-04-05T09:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;58.0;2023-04-05T12:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;59.0;2023-04-05T13:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;56.0;2023-04-05T19:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;4.0;2023-04-05T23:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;

100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;2.0;2022-12-25T01:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;4.0;2022-12-25T04:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;4.0;2022-12-25T06:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;6.0;2022-12-25T07:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;7.0;2022-12-25T09:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;21.0;2022-12-25T10:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;22.0;2022-12-25T13:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;25.0;2022-12-25T14:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;23.0;2022-12-25T16:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;26.0;2022-12-25T18:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;1.0;2022-12-25T01:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;2.0;2022-12-25T02:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;0.0;2022-12-25T04:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;4.0;2022-12-25T07:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;1.0;2022-12-25T08:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;4.0;2022-12-25T09:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;13.0;2022-12-25T12:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;11.0;2022-12-25T13:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;16.0;2022-12-25T16:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;7.0;2022-12-25T18:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;

100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;22.0;2023-07-14T00:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;15.0;2023-07-14T02:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;45.0;2023-07-14T06:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;60.0;2023-07-14T09:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;70.0;2023-07-14T10:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;70.0;2023-07-14T13:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;66.0;2023-07-14T14:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;44.0;2023-07-14T20:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;19.0;2023-07-14T15:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;64.0;2023-07-14T21:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-110042374;Voie Georges Pompidou NE-SO;Voie Georges Pompidou;38.0;2023-07-14T22:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;8.0;2023-07-14T02:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;45.0;2023-07-14T06:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;100.0;2023-07-14T13:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;89.0;2023-07-14T15:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;70.0;2023-07-14T18:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;82.0;2023-07-14T19:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;11.0;2023-07-14T21:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100042374-109042374;Voie Georges Pompidou SO-NE;Voie Georges Pompidou;25.0;2023-07-14T22:00:00+00:00;2017-12-15;48.84837;2.27596;Y2H21025335;Voie Georges Pompidou;
100041488-101041488;27 boulevard Diderot E-O;27 boulevard Diderot;15.0;2023-07-14T03:00:00+00:00;2013-01-17;48.846099;2.375456;Y2H20124971;boulevard Diderot;

100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;341.0;2023-04-05T06:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;266.0;2023-04-05T07:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;134.0;2023-04-05T08:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;80.0;2023-04-05T09:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;82.0;2023-04-05T10:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;114.0;2023-04-05T11:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;79.0;2023-04-05T12:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;69.0;2023-04-05T18:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;22.0;2023-04-05T21:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;0.0;2023-04-05T22:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;10.0;2023-04-05T00:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;6.0;2023-04-05T03:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;70.0;2023-04-05T09:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;96.0;2023-04-05T11:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;79.0;2023-04-05T12:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;257.0;2023-04-05T17:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;71.0;2023-04-05T22:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;4.0;2023-04-05T00:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;22.0;2023-04-05T04:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;117.0;2023-04-05T10:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;

100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;9.0;2022-12-25T00:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;0.0;2022-12-25T03:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;2.0;2022-12-25T07:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;6.0;2022-12-25T08:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;29.0;2022-12-25T15:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;12.0;2022-12-25T17:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;3.0;2022-12-25T02:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;1.0;2022-12-25T03:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;6.0;2022-12-25T04:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;2.0;2022-12-25T07:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;7.0;2022-12-25T09:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;10.0;2022-12-25T10:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;14.0;2022-12-25T15:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;32.0;2022-12-25T16:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;38.0;2022-12-25T17:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;23.0;2022-12-25T19:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;

100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;20.0;2023-07-14T00:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;5.0;2023-07-14T02:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;7.0;2023-07-14T05:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;35.0;2023-07-14T06:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;67.0;2023-07-14T10:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;71.0;2023-07-14T15:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003096-353242251;97 avenue Denfert Rochereau SO-NE;97 avenue Denfert Rochereau;79.0;2023-07-14T16:00:00+00:00;2012-02-22;48.83504;2.33314;X2H20012081;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;33.0;2023-07-14T02:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;25.0;2023-07-14T04:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;8.0;2023-07-14T06:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;40.0;2023-07-14T10:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;39.0;2023-07-14T11:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;65.0;2023-07-14T12:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;60.0;2023-07-14T13:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;99.0;2023-07-14T17:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100003098-101003098;106 avenue Denfert Rochereau NE-SO;106 avenue Denfert Rochereau;78.0;2023-07-14T21:00:00+00:00;2012-02-22;48.83505;2.33333;Y2H16029278;avenue Denfert Rochereau;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;8.0;2023-07-14T01:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;8.0;2023-07-14T02:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;
100006300-101006300;135 avenue Daumesnil SE-NO;135 avenue Daumesnil;27.0;2023-07-14T05:00:00+00:00;2013-01-19;48.843435;2.383378;X2H18086316;avenue Daumesnil;
