stationcode;name;capacity;coordonnees_geo
18142;Jessaint - Marx Dormoy;30;48.88484543106364,2.358930408954621
48009;République - Auguste Perret;30;48.78695280952244,2.3518594354391094
31026;Demi-Lune - Aristide Briand;20;48.87626381919953,2.4562818557024
19025;Botzaris - Crimée;21;48.87959698690176,2.3887913337477067
20039;Belleville - Couronnes;50;48.868831082877,2.3809862136841
17039;Place Saint-Ferdinand;38;48.87815529789739,2.288518047864942
8549;George V - Christophe Colomb;24;48.87046,2.30104
16020;Place de la Porte de Passy;36;48.857341095470794,2.2644165538827115
16030;Place de Barcelone - Mirabeau;55;48.847623027364,2.2735664248466
42003;Place de l'Insurrection d'Août 1944;30;48.81477852751594,2.398074567317963
11021;Charonne - Pierre Bayle;23;48.858445054262,2.3903981223891
8037;Monceau - Malesherbes;38;48.8795079,2.3145456
27004;Gare de la Garenne-Colombes;28;48.909752,2.239145
17108;Bessières - Porte de Clichy;33;48.89611762451474,2.31790903955698
1021;Halles - Bourdonnais;20;48.860448992575,2.3460162431002
9006;Dunkerque - Trudaine;16;48.88215166773376,2.3463253676891327
31005;Square Denise Buisson;45;48.8562322730982,2.426436245441437
8116;Champs-Elysees - Bassano;25;48.871811807816,2.300238981843
15039;Abbé Groult - Convention;12;48.83596927866069,2.302064039509349
2112;Bibliothèque Nationale - Richelieu;17;48.868288993515,2.3380893096328
9007;Condorcet - Turgot;20;48.87985155789093,2.345232367515564
33103;Jean Jaurès - Jules Jacquemin;24;48.88433053604843,2.4082902455152104
1006;Grande Truanderie - Saint-Denis;33;48.8626302,2.3498075
15008;Sèvres - Lecourbe;62;48.8447677,2.3110086
16013;Mairie du 16ème;35;48.863936848471994,2.2765953093767166
6104;Herschel - Observatoire;37;48.84342376221923,2.3376645147800446
22401;Charles de Gaulle - Plateau de Vanves;33;48.82233088973263,2.298571803412886
4007;Place de la Bastille - Bourdon;35;48.852364355271,2.3681089282036
12203;Rue des Jardiniers - Charenton;0;48.833824792117,2.3947995949608
2102;Saint-Marc - Feydeau;37;48.870310661422,2.3419791832566
10202;Bichat - Grange aux Belles;30;48.873688,2.365015
18135;Ney - Porte de Montmartre;24;48.897918,2.3364872
15203;Porte de Versailles;28;48.832324016657,2.2875617349045
18021;Marcadet - Ramey;21;48.890875,2.3449019
20013;Alexandre Dumas - Place de la Réunion;45;48.85533710742046,2.3997703687646292
11018;Saint-Maur - République;38;48.86418586145509,2.378317415714264
12039;Général Michel Bizot - Claude Decaen;38;48.83481262982544,2.400927788127704
32051;Station Humanisée Brennus;200;48.923047962065,2.3644428339961
22005;Charles de Gaulle - Madrid;22;48.884432270368,2.2608044743538
17127;Porte de Clichy - Place des Nations Unies;40;48.896737263309504,2.310542999196392
31104;Mairie de Rosny-sous-Bois;30;48.871256519012,2.4865807592869
21010;Silly - Galliéni;25;48.835583838706,2.2325500845909
17041;Guersant - Gouvion-Saint-Cyr;36;48.88287775178599,2.287667370814871
8009;Gare Saint-Lazare - Isly;27;48.874777677621296,2.326515804784655
19015;Thionville - Ourcq;24;48.88917613743794,2.3833653330802917
42014;Place Marcel Cachin;32;48.81411442356866,2.39090770483017
14008;Mouton Duvernet - Général Leclerc;39;48.831632518292565,2.3293121159076686
21209;Molière - République;30;48.81111581390707,2.3145738624448158
21006;Marcelin Berthelot;27;48.8415473058801,2.233161628246308
44003;Gabriel Péri - Danielle Casanova;20;48.790114,2.4025777
22203;Tertres - Fontaine;28;48.787553654715644,2.306235730648041
22402;Jean Jaurès - Salvador Allende;43;48.821475594736775,2.3026576638221745
9010;Rochechouart lamartine;24;48.876719895109,2.344393021854
1002;Victoria - Place du Chatelet;22;48.857992591527,2.3469167947769
17045;Place des Ternes.;46;48.878438631226516,2.297727763652802
21305;Place Jacques Madaule;25;48.823933787309,2.2606918215752
33009;Félix Faure - Sadi Carnot;33;48.90812110228388,2.378623187541962
42503;Vladimir Ilitch Lénine - Andrée Chedid;31;48.813240124373,2.3319716067039
41207;Place du Général de Gaulle;28;48.8525288,2.4877332
6018;Michelet - Assas;18;48.84274150283194,2.335021197795868
19037;Belleville - Porte des Lilas;32;48.87660391892763,2.404769691129476
17124;Porte de Saint-Ouen - Henri Huchard;26;48.898708366365064,2.3295360803604126
20027;Porte de Ménilmontant;15;48.8691543609174,2.40932246879487
15108;Lourmel - Marie Skobtsov;22;48.844974,2.287283
26001;Gare d'Asnières sur Seine;24;48.90636459217474,2.2835066914558415
23007;Président Wilson - Jean Jaures;27;48.89034054052266,2.2920683026313786
9118;Faubourg Poissonniere - Delta;36;48.882555807626765,2.3497482016682625
41206;Place des Larris;34;48.8568363,2.4780236
13019;Fernand Braudel - Vincent Auriol;36;48.83637852318147,2.3723404482007027
13022;Butte aux Cailles - Esperance;36;48.82758774190948,2.3492151126265526
16031;Vignes - Boulainvilliers;21;48.856399483950504,2.275240458548069
42011;Quai Marcel Boyer - Victor Hugo;29;48.82255636666729,2.392039597034455
15009;Suffren - Pérignon;46;48.84717561492764,2.307052147596786
35015;Averroès - Aimé Césaire;19;48.91405323432864,2.412636950612068
15019;Paul Barruel - Vaugirard;39;48.84014918546239,2.3044332861900334
15131;Charles Lecocq - Lecourbe;30;48.84044,2.294867
41210;Hôtel de ville de Fontenay-sous-Bois;20;48.84949749106274,2.4750164151191716
11109;Pierre Levée - Fontaine Timbaud;23;48.86632723374305,2.3711163550615306
21307;Victor Cresson - Telles de la Poterie;31;48.822698842979,2.2686498274964
11032;Jean-Pierre Timbaud - Vaucouleurs;47;48.867937,2.377885
51002;Placette Grégoire Collas;25;48.94342014002797,2.2487476095557213
18044;Clichy - Douai;32;48.883687771522,2.328063700029
5001;Harpe - Saint-Germain;45;48.851518815017,2.3436703160405
51001;Gare d'Argenteuil;40;48.947022436806705,2.256898172199726
41401;Marne - Charles de Gaulle;27;48.815071719544434,2.4121668934822087
20001;Place de la Nation - Charonne;36;48.848364667777,2.3997623859813
21026;Sèvres - Général Leclerc;30;48.83012155905476,2.231426239013672
7021;Bosquet - Saint-Dominique;28;48.85865170952645,2.303716580234576
31709;Place de la Fraternité;22;48.85716405838368,2.422847449779511
2002;Etienne Marcel - Montorgueil;28;48.86450567259199,2.3461959511041637
22502;Kléber - National;20;48.906333898712234,2.2393910586833954
12163;Hippodrome Paris-Vincennes;42;48.82048387758518,2.446271181106568
22506;Gare des Vallées;20;48.913179,2.257726
14134;Château - Place de Catalogne;33;48.836805542262,2.3185293003917
42028;Verdun - Carnot;28;48.808439376064946,2.373795211315155
1015;Place André Malraux;19;48.863925158727,2.3356226831675
42210;Victor Hugo - Paul Eluard;32;48.819602554907,2.4114319673051
32605;Mairie;20;48.87914304162,2.4163350908311
43007;Hôtel de Ville de Vincennes;27;48.84827609706963,2.4398955702781677
12022;Sahel - Général Michel Bizot;33;48.840872964793355,2.4044444784522057
15027;Duhamel - André Gide;20;48.8365662244334,2.312707121097412
13008;Place d'Italie - Soeur Rosalie;52;48.831908520394,2.3546943448098
4005;Quai des Célestins - Henri IV;14;48.8512971,2.3624535
21112;Claude Debussy - Marc Bloch;56;48.910388180512,2.3117771744728
8002;Gare Saint-Lazare - Cour du Havre;45;48.875674400851,2.3265598341823
18023;Ordener - Poissonniers;35;48.891213890844654,2.351288666219873
18026;Ruisseau - Ordener;35;48.89299462568024,2.340144887566567
5110;Lacépède - Monge;23;48.84389286531899,2.3519663885235786
31028;Raspail Barbès;28;48.8529945,2.4247387
13118;Regnault - Patay;63;48.82435782216384,2.377065159380436
7011;Las Cases - Bourgogne;22;48.859091104741,2.3185685276985
9038;Douai - Bruxelles;27;48.88320784122797,2.3308449949028507
1001;Quai de l'Horloge - Pont Neuf;17;48.857058739111,2.3417982839439
9022;Rossini - Laffitte;33;48.87334627510507,2.337980867701675
8036;Lisbonne - Monceau;33;48.87745567681383,2.309694221419506
20042;Pyrénées - Emmery;40;48.872010281270974,2.392039597034455
15067;Desaix - Edgar Faure;12;48.852804604940296,2.293077029857222
42706;Roger Salengro - Fontainebleau;25;48.814548697325,2.3611663654447
20131;Repos - Cimetière du Père Lachaise;33;48.859358523593,2.3896131366845
35020;Marcelle - Thalie;20;48.8835462,2.4137883
21701;Larmeroux - Baudelaire;29;48.816939911292,2.2809894804846
19029;Seine - Flandre;19;48.886785741479684,2.3746193200349808
19013;Laumière - Petit;34;48.88467368538326,2.380039058625698
26007;Square Gilbert Thomain;20;48.90717373809284,2.2695400938391685
19005;Flandre - Riquet;21;48.888013281448,2.3737595955229
15025;Dupleix - du Guesclin;47;48.85147910413369,2.296709530055523
19004;Quai de la Loire - Jean Jaurès;16;48.88339733854529,2.371074522980134
20043;Charonne - Avron;27;48.85160266522164,2.398403047037931
11102;Alexandre Dumas - Voltaire;59;48.852888670365,2.3891476408096
19019;Petit - Manin;22;48.88650687534334,2.3938155401308374
17018;Parc Monceau;18;48.881077914129,2.3095492646098
21105;Morice - Général Leclerc;25;48.90245471981591,2.3128929734230046
20109;Haxo - Surmelin;21;48.8694370761222,2.40539657537972
32014;Place du Cornillon - Stade de France;34;48.92540695835961,2.3644426837563515
44102;Verdun - Adrien Damalix;26;48.8222334178559,2.4215328320860863
22001;Château - Bineau;23;48.890404028589806,2.270106375217438
9031;Provence - Chaussée d'Antin;25;48.87428447542072,2.332976511564311
47004;Stade Auguste Delaune;21;48.80896378683884,2.4345204234123234
10010;Place Jacques Bonsergent;33;48.870948218595,2.3612049221992
1117;Pont Neuf - Rivoli;27;48.860089892617,2.344057559967
18008;Square Léon;33;48.88667396788626,2.353205569088459
31023;Place François Mitterand;34;48.86492782016328,2.442958317697048
15020;Mairie du 15ème;32;48.8417762,2.2986539
9013;Mairie du 9ème;24;48.87326713758289,2.340753448052758
13047;Boutroux - Porte de Vitry;49;48.822632,2.377738
22009;Charles de Gaulle - Orléans;26;48.88092225101522,2.271581590175629
19124;Alexander Fleming - Belvédère;31;48.88179064200294,2.4030599377642674
14113;Santé - Arago;38;48.83507657562064,2.3415737262044938
16007;Longchamp - Place d'Iéna;40;48.86491723343388,2.2926748171448708
12006;Gare de Lyon - Van Gogh;51;48.843839785643,2.3704450240357
5034;Censier - Santeuil;69;48.840658921385234,2.3537524044513702
20122;Vitruve - Davout;23;48.86053161154489,2.4091592812626543
14131;Jourdan - Monticelli;30;48.822032,2.329095
4016;Lobau - Hôtel de Ville;60;48.8562118,2.3532536
22303;Lucien Lanternier - Le Luth;27;48.93159430558871,2.2889783978462224
92001;Mairie de quartier du Plateau - Mont-Valérien;20;48.8799933,2.2072437
15004;Vaugirard - Pasteur;21;48.84040868803496,2.3154367133975033
19128;Quai de l'Oise - Aisne;30;48.8906231,2.3833701
21501;Pont de Suresnes;24;48.867415092322,2.2258946679617
12038;Picpus - Louis Braille;44;48.839988788912,2.4005256685521
12035;Madagascar - Meuniers;33;48.83460464474706,2.3970650508999825
41403;Gare RER - Malleret-Joinville;20;48.802936,2.42531
16005;Raymond Poincaré - Place Victor Hugo;25;48.870306124369975,2.285074541420228
19110;Square Claude Bernard;30;48.89876016219984,2.375325746834278
11112;Jules Vallès - Charonne;23;48.85428437993525,2.384767457842827
5015;Epée de Bois - Mouffetard;63;48.841508690388835,2.350066713988781
18004;Place des Abbesses;12;48.884542726149725,2.3386867716908455
2015;Louis le Grand - Italiens;33;48.870508937204,2.3340544619393
19129;Solitaires - Place des Fêtes;29;48.876601,2.391769
12020;Cours de Vincennes - Soult;45;48.846918761569,2.4105220288038
35012;Candale - Mehul;25;48.8893935006175,2.414379715919495
22601;Marx Dormoy - Château Sainte-Barbe;22;48.791782341055324,2.297856844961643
21119;Belfort - Victor Hugo;24;48.9018492,2.3172724
13202;Place Farhat Hached;0;48.825806194537,2.3819742271533
34010;Hôtel de Ville de Saint-Ouen;48;48.911380185786,2.3340076807601
11014;Place de la Nation - Taillebourg;47;48.8488408,2.3973043
16017;Siam - La Pompe;16;48.861720329027264,2.275346568555312
21023;Ancienne Mairie - André Morizet;25;48.838311,2.234077
22404;Pierre Brossolette - 12 Février 1934;25;48.8176962416867,2.3076123744249344
15044;Dantzig - Lefebvre;33;48.83013921586756,2.295934036374092
8039;Colisée - Champs-Elysées;24;48.870475399387,2.3076190799475
22007;Commandant Charcot - Bretteville;36;48.87530570765423,2.2558460757136345
10026;Gare de l'Est - Chateau Landon;59;48.879305,2.362424
8103;Artois - Berri;23;48.87393521240818,2.3064258322119713
18111;Félix Ziem - Armand Gauthier;25;48.88949630486821,2.333393658804396
9106;Boudreau - Auber;14;48.87219,2.329423
17040;Pereire - Ternes;48;48.87973954830735,2.288012132048607
5020;Institut du Monde Arabe - Saint-Germain;40;48.849063299501,2.3558086529374
12111;Claude Decaen - Cannebière;27;48.83761417037952,2.397253782195704
6006;Notre-Dame-des-Champs - Stanislas;19;48.84479928858768,2.329337755887181
18003;Cimetière de Montmartre;43;48.886472466142,2.3328901827335
12114;Victor Hugo - Jeanne Jugan;28;48.843949064031825,2.415081394834419
46003;Conservatoire de Musique;25;48.77093586667601,2.4034014344215398
14012;Sibelle - Alésia;25;48.826701758539215,2.3384983465075493
41202;Gare Rer de Fontenay sous Bois;61;48.8436279,2.4630465
1119;Cossonnerie - Sébastopol;24;48.86132665908402,2.349419631063938
41601;Général De Gaulle - Alouette;26;48.839109,2.4175664
14110;Abbé Carton - Plantes;25;48.827673823165846,2.320918142795563
11024;Mairie du 11ème;51;48.858925,2.3789759
22006;Pierret - Madrid;28;48.882976576876565,2.260125767248034
8035;Bienfaisance - Place de Narvik;36;48.87660163459077,2.3129771277308464
15010;Square Cambronne;59;48.84756654526,2.3025691509247
20119;Square des Saint-Simoniens;25;48.8701796,2.3967273
5026;Pascal - Claude Bernard;49;48.839061952159746,2.3499782010912895
21111;Professeur René Leriche - Général Leclerc;50;48.90782845483013,2.307887971401215
13016;Primo Levi - Frigos;34;48.83094844846017,2.37965351592796
21003;Jean Jaurès - Jean Baptiste Clément;24;48.84576261454011,2.2369650006294255
6017;Sénat - Condé;33;48.84954227788459,2.337939441204071
23403;Chateau;22;48.774661399959,2.3135878035462
8056;Beaujon - Wagram;29;48.875352455985,2.2964416444302
20017;Saint-Blaise - Mouraud;27;48.85696177597818,2.40869477391243
8015;Roquépine - Malesherbes;37;48.87345073390807,2.320404499769211
23302;Parc de Sceaux - Centre-Ville;33;48.7769529826096,2.2957214713096623
11103;Pelée - Alphonse Baudin;38;48.8600265,2.3710541
10017;Gare de l'Est - Fidélité;15;48.874575,2.356796
16101;Malakoff - Place de la Porte Maillot;31;48.876733496637506,2.2834577411413193
5107;Pontoise - La Tournelle;23;48.850458009188,2.3524542754922
12043;Daumesnil - Hébrard;40;48.8429,2.38474
32001;Proudhon - Président Wilson;30;48.906442763495,2.3584905266762
19108;Gaston Tessier - Rosa Parks RER;37;48.8963765,2.3743692
18007;Goutte d'or - Barbès;20;48.885124323627,2.3496962338686
17111;Lemercier - Cardinet;24;48.890097168851746,2.317377626895905
15071;Suffren - Champ de Mars;23;48.8547194,2.2952168
15102;Square Bela Bartok;24;48.85120156830401,2.2846536710858345
2108;Vivienne - Montmartre;39;48.871347597383,2.3414588347077
4019;Cloître Saint-Merri - Renard;32;48.858835448898,2.3518279194832
15127;Place Charles Michels;37;48.846401,2.28502
6002;Saint-Benoît - Jacob;23;48.85545136013941,2.3334722220897675
16019;Porte de la Muette;36;48.86302317841182,2.2687188170157406
12036;Reuilly - Place Felix Eboue;42;48.84030274499962,2.394630398715453
18139;Poissonniers - Championnet;28;48.89543299733937,2.3530178144574165
15128;Cadix - Hameau;37;48.8340107632249,2.289516180753708
1007;Turbigo - Française;16;48.86358858111446,2.3477794602513313
21309;Mairie d'Issy;41;48.8237677924683,2.27231115102768
19002;Centquatre;42;48.88933353845543,2.3707854375243187
19201;Petit - Georges Thill;23;48.88603131999171,2.3895753175020222
10011;Bourse du Travail;17;48.868976638826,2.3623438552022
23702;Hôtel de Ville de Chaville;20;48.80887149094033,2.188134044408798
1017;Saint-Honoré - 29 juillet;20;48.86557114282421,2.330567417577153
48007;Parc Départemental des Hautes-Bruyères;30;48.793457901398945,2.3509012162685394
12202;Charenton - Wattignies;0;48.836919119234,2.3916775206425
16010;Belles Feuilles - Place de Mexico;23;48.865804746474,2.2829206287861
6015;André Mazet - Saint-André des Arts;55;48.85375581057431,2.3390958085656166
8040;Pierre Charron - Champs-Elysées;32;48.870103359864,2.3043501377106
13116;Place du Docteur Yersin;50;48.82010494991975,2.3725583776831627
35013;Guillaume Tell - Parc Henri Barbusse;20;48.88958925894009,2.4198862910270695
22701;Hispano Suiza - Parc des Bruyères;30;48.915885074177,2.2682306702811
31105;Lavoisier - Missak Manouchian;18;48.86286468896063,2.495676465332508
17110;Legendre - Nollet;30;48.887742186754224,2.320293079881375
21218;Gabriel Péri - Place de la Libération;18;48.819828421929,2.3117361743705
21207;Verdier - République;29;48.815403766277,2.31739372015
10031;Louis Blanc - Aqueduc;37;48.88203018259946,2.3635615780949593
15113;Arsonval - Falguière;25;48.84040040365445,2.313117867297474
13023;Bobillot - Moulin des Prés;28;48.828657346203,2.353020646317
17036;Place Tristan Bernard;28;48.8791964,2.2915403
41304;Port - Maurice Chevalier;30;48.832024486306,2.490271087056
10001;René Boulanger - Lancry;62;48.8685433,2.3600032
7007;Musée d'Orsay;65;48.85972615790874,2.325860448181629
26010;Louis Armand - Bernard Palissy;0;48.916925546419,2.3124207955211
23204;Roland Garros - Jean Bouin;28;48.809460857173,2.2853198638301
4104;Sebastopol - Rambuteau;16;48.86181809267,2.3501381278038
8004;Malesherbes - Place de la Madeleine;67;48.870406028483,2.323243509808
14014;Jourdan - Stade Charléty;60;48.819428333369,2.3433353751898
5022;Boulangers - Cardinal Lemoine;20;48.8462904,2.3521495
6001;Institut de France;17;48.857615678565,2.3358313530377
22409;Henri Barbusse - Stalingrad;16;48.814183748660554,2.2872862592339516
17004;Legendre - Clichy;40;48.88896161855884,2.322528975094376
19101;Square Simon Bolivar;24;48.8750898883217,2.3826304078102116
13001;Port-Royal - Hôpital du Val-de-Grâce;18;48.837668272811,2.3448138346607
5106;Cujas - Saint-Michel;19;48.848191348584,2.341831654854
19024;Botzaris - Parc des Buttes Chaumont;20;48.877951,2.381464
15021;Joseph Liouville - Croix Nivert;64;48.844835471244416,2.297508493065834
8700;Station Humanisée Fan Zone Madeleine;200;48.870647473062,2.3246547906077
19016;Hautpoul - Jean Jaurès;32;48.886393679436,2.3865414544355
31010;Stalingrad - Désiré Chevalier;42;48.85670169739857,2.445072233676911
11007;Jean Macé - Faidherbe;63;48.85337548426,2.3828620836139
35018;Ancien Canal - Hélène Brion;23;48.89484799296163,2.4188338592648506
33001;Victor Hugo - Magasins Généraux;34;48.903281401126755,2.368072383105755
20036;Ménilmontant - Pelleport;19;48.87068263384462,2.398959602331646
27002;Parc Pierre Lagravère;30;48.92650488131725,2.239069678491417
18020;Francoeur - Marcadet;20;48.89104123261663,2.340014585442034
21013;Pierre Grenier - Pont de Billancourt;21;48.8258020742942,2.2487989068031315
10023;Gare de l'Est - Verdun;14;48.876156054271,2.3609149083206
34002;Capitaine Glarner - Gabriel Péri;27;48.902449900418745,2.3304807533425724
17046;Mac-Mahon - Brey;25;48.877532084130166,2.294512536052928
18049;Porte d'Aubervilliers;55;48.89859661942376,2.3689722642302513
16015;Bassano -  Iéna;15;48.868144510482075,2.296149600985935
20201;Eugène Reisz - Davout;20;48.85631874632638,2.410396970808506
22102;Mont Valérien - Michel Salles;24;48.8561915,2.2152966
31704;Jeanne Hornet - Girardot;29;48.873802681432146,2.427820265293122
18019;Square Raymond Souplex;52;48.89183721478911,2.335426103165901
5019;Poissy - Saint-Germain;25;48.84969649427,2.3529685288668
14116;Romain Rolland;25;48.820215229662765,2.3234144234418346
6031;Pierre Sarrazin - Saint-Michel;33;48.85090814639774,2.3421307280659676
12154;Square Georges Melies;40;48.84070239213081,2.409667745232582
19021;Mairie du 19ème;27;48.88256264247959,2.3812624812126164
20045;Louis Ganne - Davout;30;48.86338720692607,2.409725748002529
13110;Moulin de la Pointe;22;48.82092946051445,2.3563179373741145
18114;Véron - Lepic;23;48.88526123395252,2.334559857845307
19113;Pré Saint-Gervais - Lilas;28;48.877870626988,2.3959073424339
7024;Rapp - Place du Général Gouraud;31;48.858102885107,2.3004072904587
11031;Jacquard - Ternaux;39;48.8646605,2.373162
7111;Ecole Militaire - Place Joffre;26;48.852060203583,2.3017993569374
13048;Wurtz - Tolbiac;28;48.82631195621006,2.344585955142975
15043;Brancion - Lefebvre;11;48.82900222785569,2.301431038163409
13121;Bruneseau - Quai d'Ivry;48;48.82494563758295,2.388566136360169
16003;André Maurois - Joseph et Marie Hackin;29;48.8778983,2.2789591
42501;Raspail - Albert Schweitzer;28;48.81031545,2.34395871
12007;Gare de Lyon - Chalon;45;48.845666194202,2.3741452395916
21306;Place Lafayette;62;48.829654975522,2.2638675570488
15005;Place Jacques et Thérèse Tréfouël;43;48.842726498317,2.3125657439232
15057;Lucien Bossoutrot - Général Martial Vallin;39;48.836956046311,2.2741072252393
13044;Place Jeanne d'Arc;36;48.829575,2.369126
9024;Taitbout - La Fayette;53;48.87332988919973,2.3352625966072087
13018;Bruant - Vincent Auriol;25;48.834848452929,2.3668264996271
45002;Roger Salengro - Général de Gaulle;27;48.820029010376956,2.4846760556101803
2021;Cléry - Montmartre;44;48.867458,2.3445211
44001;Quai Jules Guesde - Saint-Simon;30;48.80391487218989,2.408966162027371
3004;Place de la République - Temple;18;48.867211201859,2.3635464370545
23107;Gare de Sèvres - Ville d'Avray;0;48.826262366227,2.2001516849313
27006;Victor Hugo - Gare;22;48.92313395265796,2.2600970417261124
42019;Lampes;43;48.81152481985875,2.4017931148409843
9019;Victor Massé - Jean-Baptiste Pigalle;18;48.8811043724,2.3366955667734
15018;Dutot - Place Alleray;56;48.836826091766,2.3071701095578
8202;Londres - Europe;27;48.878618556803,2.3248164693922
18016;Francoeur - Caulaincourt;34;48.8899944409612,2.342529706656933
19117;Euryale Dehaynin - Loire;30;48.886248917304805,2.3774591088294987
48002;LCL Campus - Place Oscar Niemeyer;37;48.805342480621576,2.363983690738678
15050;Dominique Pado - Croix Nivert;22;48.83648798164934,2.2897250577807426
7023;Bourdonnais - Tour Eiffel;60;48.860897797941,2.295599598447
5033;Saint-Séverin - Saint-Michel;30;48.852731305488,2.3440927639604
8046;Marceau - Président Wilson;32;48.8652359,2.3002513
15120;Colonel Pierre Avia;29;48.8296843300915,2.275342586850291
21510;Fontaine du Tertre - Calvaire;24;48.8702539,2.2187778
24010;Charles de Gaulle - Rue de l'Alma;28;48.896620592993,2.252313240191
21320;Président Roosevelt - Rouget de Lisle;40;48.83047518749,2.2616135525345
21514;Place de la Paix - Abbé Saint-Pierre;24;48.86462724459225,2.2047570338469806
6003;Saint-Sulpice;21;48.85165383178419,2.3308077827095985
33006;André Karman - République;31;48.91039875761846,2.3851355910301213
15202;Bracion - Périphérique;30;48.826103771275,2.3004549373748
43002;Lagny - Victor Basch;26;48.84884147189881,2.426325418925233
5005;Gay Lussac - Saint-Jacques;24;48.844730256132095,2.341923944866407
26002;Redoute - Les Courtilles;40;48.929867194519,2.2836696356535
43401;Gare RER - Canadiens;45;48.81995307955795,2.464176752459464
43008;Fontenay - Libération;25;48.84780306364685,2.445141971111298
14138;Porte de Vanves;32;48.828012849445,2.3056878894567
8017;Rocher - Laborde;65;48.87590240712654,2.322616316378116
14106;Marc Sangnier - Porte de Vanves;21;48.825218683556734,2.3107116669416428
17105;Place Madeleine Daniélou;42;48.883498,2.282015
22016;Charles de Gaulle - Sablonville;26;48.87991924860035,2.2763770446181297
8025;Miromesnil - La Boétie;35;48.87372241291653,2.315848097205162
15013;Volontaire - Lecourbe;31;48.8435137879902,2.3065522313117985
42301;Gare Arcueil - Cachan;26;48.799824,2.328171
20121;Boyer - Ménilmontant;19;48.868895162679,2.3919824145635
11036;Jules Ferry - Faubourg du Temple Paris;58;48.868397,2.3678933
18110;Departement - Pajol;19;48.886674849730184,2.3613611608743668
5021;Jussieu - Fossés Saint-Bernard;39;48.84718551002347,2.3534858599305153
16121;Jardin d'Acclimatation;33;48.878772242510465,2.270772233605385
16129;Ceinture du Lac Inferieure - Saint-Cloud;42;48.86218070933143,2.2617871686816216
13104;Gare d'Austerlitz - Quai Saint-Bernard;27;48.84369030864,2.3657163977623
23002;Pont de Levallois-bécon;50;48.8984179,2.2791311
15055;Vasco de Gama;54;48.83671783466264,2.283664085650799
12011;Charenton - Place du Col Bourgoin;35;48.844867319554,2.3825789350545
21308;Bara - Henri Farman;36;48.833218027457846,2.2677567601203923
21019;Edouard Vaillant - Paul-Adolphe Souriau;28;48.83484585882868,2.2479459643363957
6107;Place Alphonse Deville;23;48.850188262662,2.3275961726904
41204;République - Danton;20;48.85249172181667,2.462034523487091
